,ts,actual,forecast,forecast_lower,forecast_upper
3653,2016-07-29,104.3829574584961,100.62607607443798,89.40222614862228,111.84992600025367
3654,2016-08-01,104.92235565185548,101.01925929035002,89.80455673662787,112.23396184407217
3655,2016-08-02,104.3569793701172,101.30151870771083,90.31382465915372,112.28921275626793
3656,2016-08-03,104.41543579101562,100.84448733248213,89.87720327902319,111.81177138594107
3657,2016-08-04,104.98735809326172,100.82103392387998,89.6414302779382,112.00063756982176
3658,2016-08-05,106.25463104248048,100.70761079642894,89.48396094369426,111.93126064916362
3659,2016-08-08,106.2152862548828,100.61360470435454,89.40241527664611,111.82479413206298
3660,2016-08-09,106.03827667236328,101.04657865698921,90.06161362387498,112.03154369010345
3661,2016-08-10,106.2414779663086,101.33816808439964,90.37271408569124,112.30362208310804
3662,2016-08-11,107.19195556640624,101.61012613972105,90.42696022666195,112.79329205278015
3663,2016-08-12,106.15625,101.83367463622908,90.60576976527314,113.06157950718502
3664,2016-08-15,106.11042785644533,102.95516100656187,91.64515643672433,114.2651655763994
3665,2016-08-16,105.33689880371094,102.8282681261055,91.74749982399122,113.90903642821978
3666,2016-08-17,105.16649627685548,102.37059072160122,91.30737098045859,113.43381046274385
3667,2016-08-18,105.76953887939452,102.87400918212447,91.6907121760207,114.05730618822824
3668,2016-08-19,104.90428161621094,102.85135043725214,91.62489433221073,114.07780654229354
3669,2016-08-22,104.87805938720705,102.99032674690275,91.78039309456943,114.20026039923607
3670,2016-08-23,105.04852294921876,103.34370730126199,92.36132170708535,114.32609289543862
3671,2016-08-24,104.2553939819336,103.39452956017199,92.4327493522799,114.35630976806408
3672,2016-08-25,103.9800796508789,103.338883058842,92.1598020305984,114.5179640870856
3673,2016-08-26,103.77685546875,103.10005692424616,91.87703849503109,114.32307535346123
3674,2016-08-29,104.6945571899414,103.00998516798121,91.79463663212621,114.22533370383621
3675,2016-08-30,104.48477172851562,103.15061893015425,92.16140663185813,114.13983122845038
3676,2016-08-31,104.14392852783205,103.0639942551439,92.09454841872963,114.03344009155816
3677,2016-09-01,104.57656860351562,103.33896525254511,92.15510234981576,114.52282815527445
3678,2016-09-02,104.5831298828125,103.37891964628173,92.14972599143259,114.60811330113087
3679,2016-09-05,,103.76867697774429,92.4728768668533,115.06447708863529
3680,2016-09-06,105.10748291015624,103.62671622701485,92.55481830658684,114.69861414744287
3681,2016-09-07,105.95306396484376,103.72857304391329,92.67596195298091,114.78118413484566
3682,2016-09-08,104.22258758544922,105.16978760170632,93.9785019697459,116.36107323366673
